X,Y,OBJECTID,STNCODE,STNNAME,CITY2,STATE,STFIPS,station,station_name,Total Riders
-90.394347,31.86132,501,HAZ,"Hazlehurst, Mississippi",Hazlehurst,MS,28,"Hazlehurst, Mississippi",Hazlehurst,"1,332"
-73.371093,44.99487,506,RSP,"Rouses Point, New York",Rouses Point,NY,36,"Rouses Point, New York",Rouses Point,"1,302"
-72.642253,41.852013,353,WND,"Windsor, Connecticut",Windsor,CT,9,"Windsor, Connecticut",Windsor,"1,272"
-81.162366,35.269186,504,GAS,"Gastonia, North Carolina",Gastonia,NC,37,"Gastonia, North Carolina",Gastonia,"1,251"
-90.815246,29.746678,502,SCH,"Schriever, Louisiana",Schriever,LA,22,"Schriever, Louisiana",Schriever,"1,238"
-82.963751,38.721281,511,SPM,"South Shore-South Portsmouth, Kentucky",South Portsmouth,KY,21,"South Shore-South Portsmouth, Kentucky",South Shore-South Portsmouth,875
-108.707025,32.35007,514,LDB,"Lordsburg, New Mexico",Lordsburg,NM,35,"Lordsburg, New Mexico",Lordsburg,733
-85.13338,39.645969,513,COI,"Connersville, Indiana",Connersville,IN,18,"Connersville, Indiana",Connersville,607
-80.644856,37.724277,516,ALD,"Alderson, West Virginia",Alderson,WV,54,"Alderson, West Virginia",Alderson,433
-81.32403,38.180743,512,MNG,"Montgomery, West Virginia",Montgomery,WV,54,"Montgomery, West Virginia",Montgomery,347
-81.078754,37.956986,517,THN,"Thurmond, West Virginia",Thurmond,WV,54,"Thurmond, West Virginia",Thurmond,285
-102.398746,30.139951,518,SND,"Sanderson, Texas",Sanderson,TX,48,"Sanderson, Texas",Sanderson,269
